	OUT.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1774	OTU1774	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1775	OTU1775	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1776	OTU1776	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1777	OTU1777	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
OTU1778	OTU1778	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1779	OTU1779	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	NA	NA	NA
OTU1780	OTU1780	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1781	OTU1781	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1782	OTU1782	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1783	OTU1783	Fungi	NA	NA	NA	NA	NA	NA
OTU1784	OTU1784	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1785	OTU1785	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1786	OTU1786	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1787	OTU1787	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1788	OTU1788	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1789	OTU1789	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1790	OTU1790	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1791	OTU1791	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1792	OTU1792	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1793	OTU1793	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1795	OTU1795	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1796	OTU1796	Fungi	NA	NA	NA	NA	NA	NA
OTU1797	OTU1797	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	NA	NA	NA
OTU1798	OTU1798	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1799	OTU1799	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1800	OTU1800	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU1801	OTU1801	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1802	OTU1802	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1803	OTU1803	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU1804	OTU1804	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
OTU1805	OTU1805	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	NA	NA	NA
OTU1806	OTU1806	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	NA	NA	NA
OTU1807	OTU1807	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1808	OTU1808	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1809	OTU1809	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1810	OTU1810	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1811	OTU1811	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1812	OTU1812	Fungi	NA	NA	NA	NA	NA	NA
OTU1813	OTU1813	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula kratochvilovae
OTU1814	OTU1814	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1815	OTU1815	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1816	OTU1816	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1817	OTU1817	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1818	OTU1818	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU1819	OTU1819	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1820	OTU1820	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1821	OTU1821	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1822	OTU1822	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU1823	OTU1823	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1824	OTU1824	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU1825	OTU1825	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1826	OTU1826	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	NA	NA	NA
OTU1827	OTU1827	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1828	OTU1828	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1829	OTU1829	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1830	OTU1830	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1831	OTU1831	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	NA
OTU1832	OTU1832	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1833	OTU1833	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1834	OTU1834	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1835	OTU1835	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula diobovata
OTU1836	OTU1836	Fungi	NA	NA	NA	NA	NA	NA
OTU1837	OTU1837	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1838	OTU1838	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1839	OTU1839	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1840	OTU1840	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
OTU1841	OTU1841	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1842	OTU1842	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1843	OTU1843	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1844	OTU1844	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1845	OTU1845	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
OTU1846	OTU1846	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata
OTU1847	OTU1847	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1848	OTU1848	Fungi	NA	NA	NA	NA	NA	NA
OTU1849	OTU1849	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1850	OTU1850	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium	Placidium lacinulatum
OTU1851	OTU1851	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1852	OTU1852	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU1853	OTU1853	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	NA
OTU1854	OTU1854	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	Actinomucor elegans
OTU1855	OTU1855	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1856	OTU1856	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1857	OTU1857	Fungi	Ascomycota	Dothideomycetes	Patellariales	NA	NA	NA
OTU1858	OTU1858	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
OTU1859	OTU1859	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1860	OTU1860	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
OTU1861	OTU1861	Fungi	NA	NA	NA	NA	NA	NA
OTU1862	OTU1862	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1863	OTU1863	Fungi	NA	NA	NA	NA	NA	NA
OTU1864	OTU1864	Fungi	NA	NA	NA	NA	NA	NA
OTU1865	OTU1865	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	NA	NA
OTU1866	OTU1866	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1867	OTU1867	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1868	OTU1868	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1869	OTU1869	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1870	OTU1870	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1871	OTU1871	Fungi	NA	NA	NA	NA	NA	NA
OTU1872	OTU1872	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1873	OTU1873	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1874	OTU1874	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
OTU1875	OTU1875	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU1876	OTU1876	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1877	OTU1877	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1878	OTU1878	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus granulosus
OTU1879	OTU1879	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1880	OTU1880	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1881	OTU1881	Fungi	NA	NA	NA	NA	NA	NA
OTU1882	OTU1882	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU1884	OTU1884	Fungi	NA	NA	NA	NA	NA	NA
OTU1885	OTU1885	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU1886	OTU1886	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1887	OTU1887	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1888	OTU1888	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
OTU1889	OTU1889	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1890	OTU1890	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1891	OTU1891	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1892	OTU1892	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1893	OTU1893	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1894	OTU1894	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1895	OTU1895	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1896	OTU1896	Fungi	NA	NA	NA	NA	NA	NA
OTU1897	OTU1897	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU1898	OTU1898	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1899	OTU1899	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1900	OTU1900	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Podaxaceae	Podaxis	NA
OTU1901	OTU1901	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1902	OTU1902	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1903	OTU1903	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1904	OTU1904	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1906	OTU1906	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
OTU1907	OTU1907	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1908	OTU1908	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1909	OTU1909	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1910	OTU1910	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1911	OTU1911	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1912	OTU1912	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1913	OTU1913	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1914	OTU1914	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1916	OTU1916	Fungi	NA	NA	NA	NA	NA	NA
OTU1917	OTU1917	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1918	OTU1918	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1919	OTU1919	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1920	OTU1920	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU1921	OTU1921	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1922	OTU1922	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU1923	OTU1923	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1924	OTU1924	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU1925	OTU1925	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
OTU1926	OTU1926	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA
OTU1927	OTU1927	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1928	OTU1928	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU1929	OTU1929	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1930	OTU1930	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1931	OTU1931	Fungi	NA	NA	NA	NA	NA	NA
OTU1932	OTU1932	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
OTU1933	OTU1933	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU1934	OTU1934	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU1935	OTU1935	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1936	OTU1936	Fungi	NA	NA	NA	NA	NA	NA
OTU1937	OTU1937	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus foeniculicola
OTU1938	OTU1938	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1939	OTU1939	Fungi	NA	NA	NA	NA	NA	NA
OTU1940	OTU1940	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1941	OTU1941	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia macrospinosa
OTU1942	OTU1942	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1943	OTU1943	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1944	OTU1944	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1945	OTU1945	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	Xeromyces bisporus
OTU1946	OTU1946	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	Comoclathris sedi
OTU1947	OTU1947	Fungi	Basidiomycota	Cystobasidiomycetes	Cyphobasidiales	NA	NA	NA
OTU1948	OTU1948	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1949	OTU1949	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1950	OTU1950	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1951	OTU1951	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1952	OTU1952	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU1953	OTU1953	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1954	OTU1954	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
OTU1955	OTU1955	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	NA	NA	NA
OTU1956	OTU1956	Fungi	NA	NA	NA	NA	NA	NA
OTU1957	OTU1957	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1958	OTU1958	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1959	OTU1959	Fungi	NA	NA	NA	NA	NA	NA
OTU1960	OTU1960	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1961	OTU1961	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1962	OTU1962	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1963	OTU1963	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1964	OTU1964	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1965	OTU1965	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1966	OTU1966	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola
OTU1967	OTU1967	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU1968	OTU1968	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
OTU1969	OTU1969	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces verrucosus
OTU1970	OTU1970	Fungi	NA	NA	NA	NA	NA	NA
OTU1971	OTU1971	Fungi	NA	NA	NA	NA	NA	NA
OTU1972	OTU1972	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1973	OTU1973	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1974	OTU1974	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	NA
OTU1975	OTU1975	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
OTU1976	OTU1976	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1977	OTU1977	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU1978	OTU1978	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	NA
OTU1979	OTU1979	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1980	OTU1980	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	NA
OTU1981	OTU1981	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1982	OTU1982	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	NA	NA	NA
OTU1983	OTU1983	Fungi	NA	NA	NA	NA	NA	NA
OTU1984	OTU1984	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1985	OTU1985	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
OTU1986	OTU1986	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA
OTU1987	OTU1987	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	NA	NA	NA
OTU1988	OTU1988	Fungi	NA	NA	NA	NA	NA	NA
OTU1989	OTU1989	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	NA	NA
OTU1990	OTU1990	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1991	OTU1991	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1992	OTU1992	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1993	OTU1993	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1994	OTU1994	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum luteum
OTU1995	OTU1995	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1996	OTU1996	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1997	OTU1997	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1998	OTU1998	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1999	OTU1999	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2000	OTU2000	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2001	OTU2001	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2002	OTU2002	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2003	OTU2003	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU2004	OTU2004	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2005	OTU2005	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2006	OTU2006	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2007	OTU2007	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2008	OTU2008	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU2009	OTU2009	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2010	OTU2010	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
OTU2011	OTU2011	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2012	OTU2012	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Latorua	Latorua caligans
OTU2013	OTU2013	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2014	OTU2014	Fungi	NA	NA	NA	NA	NA	NA
OTU2015	OTU2015	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	NA
OTU2016	OTU2016	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU2017	OTU2017	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Perusta	NA
OTU2018	OTU2018	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2019	OTU2019	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU2020	OTU2020	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU2021	OTU2021	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU2022	OTU2022	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2023	OTU2023	Fungi	NA	NA	NA	NA	NA	NA
OTU2024	OTU2024	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA
OTU2025	OTU2025	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2026	OTU2026	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2027	OTU2027	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU2028	OTU2028	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	NA	NA	NA
OTU2029	OTU2029	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2030	OTU2030	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2031	OTU2031	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium	Placidium lacinulatum var erythrostratum
OTU2032	OTU2032	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2033	OTU2033	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2034	OTU2034	Fungi	NA	NA	NA	NA	NA	NA
OTU2035	OTU2035	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	NA	NA
OTU2036	OTU2036	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
OTU2037	OTU2037	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU2038	OTU2038	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2039	OTU2039	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
OTU2040	OTU2040	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2041	OTU2041	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2042	OTU2042	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	NA	NA
OTU2043	OTU2043	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2044	OTU2044	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU2045	OTU2045	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2046	OTU2046	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2047	OTU2047	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2048	OTU2048	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Deniquelata	Deniquelata barringtoniae
OTU2049	OTU2049	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU2050	OTU2050	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2051	OTU2051	Fungi	NA	NA	NA	NA	NA	NA
OTU2052	OTU2052	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Chaetocladiaceae	Chaetocladium	Chaetocladium brefeldii
OTU2053	OTU2053	Fungi	NA	NA	NA	NA	NA	NA
OTU2054	OTU2054	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2055	OTU2055	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2056	OTU2056	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2057	OTU2057	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
OTU2058	OTU2058	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
